GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (GPS)(km/h),Altitude (GPS)(m),Acceleration Sensor(Total)(g),Acceleration Sensor(Z axis)(g),Engine Load(%),Engine Coolant Temperature(°C),Fuel pressure(kPa),Intake Manifold Pressure(kPa),Engine RPM(rpm),Speed (OBD)(km/h),Mass Air Flow Rate(g/s),Intake Air Temperature(°C),Timing Advance(°),Throttle Position(%),Fuel Level(%),Voltage(V),Kilometers Per Litre(kpl),Kilometers Per Litre(Average)(kpl),Trip Distance(km),Trip average MPG(mpg),Trip average KPL(kpl),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Ambient air temp(°C),Barometric pressure(kPa),Litres Per 100 Kilometer(l/100km),Litres Per 100 Kilometer(Average)(l/100km)
Sun Mar 08 01:00:37 MEZ 2015,08-Mär.-2015 01:00:36.186,6.04689499,50.77887265,4.2793107,12.0,252.0,107.7,2.0626047,-9.57561,2.5240872,0.050113022,15.405518531799316,252.0,0.050113022327423096,0.15729737281799316,30.19607925415039,15.0,-,110.0,1644.5,13.0,15.609999656677246,13.0,-,83.52941131591797,-,14.699999809265137,2.51639723777771,1.7764761447906494,0.08303559571504593,-,-,0.21025530993938446,-0.9761070013046265,7.0,100.0,39.73900604248047,56.29072570800781
Sun Mar 08 01:00:38 MEZ 2015,08-Mär.-2015 01:00:37.188,6.04695485,50.77886489,4.031129,12.0,252.0,109.1,2.6204538,-9.378088,3.3854012,0.06987029,14.512063980102539,252.0,0.05625075101852417,0.24503593146800995,38.82352828979492,15.0,-,108.0,1579.0,12.0,17.3799991607666,12.0,-,83.52941131591797,-,14.720000267028809,2.086268901824951,1.7764761447906494,0.08734492212533951,-,-,0.2671206593513489,-0.9559722542762756,7.0,100.0,47.932044982910156,56.29072570800781
Sun Mar 08 01:00:39 MEZ 2015,08-Mär.-2015 01:00:38.193,6.04698033,50.77885799,2.795085,12.0,252.0,105.9,1.4460979,-9.276933,3.1399956,0.028185904,10.062305450439453,252.0,0.028185904026031494,0.22008109092712402,29.411766052246094,15.0,-,105.0,1454.5,11.0,12.079999923706055,13.0,-,83.52941131591797,-,14.720000267028809,2.7514681816101074,2.002833604812622,0.08929911255836487,-,-,0.147410586476326,-0.9456607699394226,7.0,100.0,36.34391403198242,49.9288215637207
Sun Mar 08 01:00:40 MEZ 2015,08-Mär.-2015 01:00:39.188,6.04701267,50.77894199,3.0413814,11.0,250.0,15.7,0.055066638,-9.519944,3.1136594,0.040034473,10.948972702026367,250.0,0.040034472942352295,0.21739646792411804,26.666667938232422,15.0,-,102.0,1391.5,10.0,11.720000267028809,10.0,-,83.52941131591797,-,14.720000267028809,2.578167676925659,2.0667595863342285,0.09891797602176666,-,-,0.005613316316157579,-0.9704325795173645,7.0,100.0,38.78689956665039,48.384498596191406
Sun Mar 08 01:00:41 MEZ 2015,08-Mär.-2015 01:00:40.191,6.04699263,50.77897374,3.0413814,11.0,250.0,344.8,1.0348936,-8.610147,3.205836,-0.03852266,10.948972702026367,250.0,0.0415073037147522,0.251137375831604,45.882354736328125,15.0,-,101.0,1362.0,10.0,12.880000114440918,10.0,-,83.52941131591797,-,14.760000228881836,2.3459722995758057,2.0946807861328125,0.10272228717803955,-,-,0.19036464393138885,-0.9412677884101868,7.0,100.0,42.62587356567383,47.73955535888672
Sun Mar 08 01:00:42 MEZ 2015,08-Mär.-2015 01:00:41.184,6.04696731,50.77897984,2.795085,11.0,250.0,313.9,1.4951789,-9.288904,2.7311857,0.017661572,10.062305450439453,250.0,0.017661571502685547,0.17840832471847534,59.607845306396484,15.0,-,103.0,1658.5,13.0,19.610000610351563,11.0,-,83.52941131591797,-,14.760000228881836,2.003108501434326,2.0877976417541504,0.10463270545005798,-,-,0.1524137556552887,-0.946881115436554,7.0,100.0,49.92197036743164,47.89694595336914
Sun Mar 08 01:00:43 MEZ 2015,08-Mär.-2015 01:00:42.273,6.04693631,50.77898761,2.795085,11.0,249.0,314.0,-0.1448492,-10.303447,2.943671,0.11142379,10.062305450439453,249.0,0.13844364881515503,0.10781475156545639,75.29412078857422,15.0,-,111.0,1998.0,15.0,32.7400016784668,13.0,-,83.52941131591797,-,14.760000228881836,1.3843669891357422,2.0877976417541504,0.10698381066322327,-,-,-0.014765462838113308,-1.0503003597259521,7.0,100.0,72.23455047607422,47.89694595336914
Sun Mar 08 01:00:44 MEZ 2015,08-Mär.-2015 01:00:43.185,6.0468897,50.77898625,3.0413814,11.0,249.0,289.4,1.1384429,-11.0935335,2.236783,0.17841953,10.948972702026367,249.0,0.17841953039169312,0.12801049649715424,26.27450942993164,16.0,-,97.0,2413.0,19.0,41.54999923706055,16.0,-,30.980392456054688,-,14.760000228881836,1.3817238807678223,2.0334842205047607,0.11027472466230392,-,-,0.11604921519756317,-1.130839228630066,7.0,100.0,72.37272644042969,49.17625045776367
Sun Mar 08 01:00:45 MEZ 2015,08-Mär.-2015 01:00:44.191,6.04683568,50.77897847,3.2882366,12.0,247.0,276.7,1.0354922,-9.627684,1.9177556,0.025247395,11.837651252746582,247.0,0.025247395038604736,0.09548985958099365,71.76470947265625,16.0,-,116.0,1613.0,24.0,24.860000610351563,13.0,-,81.5686264038086,-,14.640000343322754,2.917083263397217,2.143756628036499,0.11418185383081436,-,-,0.10555475205183029,-0.9814152121543884,7.0,100.0,34.280517578125,46.64667892456055
Sun Mar 08 01:00:46 MEZ 2015,08-Mär.-2015 01:00:45.189,6.0467484,50.7789616,5.2737556,12.0,247.0,267.1,0.42796355,-9.8515415,3.0484173,0.071118414,18.985519409179688,247.0,0.07111841440200806,0.2107459008693695,53.333335876464844,16.0,-,120.0,1779.5,27.0,24.40999984741211,13.0,-,83.52941131591797,-,14.680000305175781,3.3422176837921143,2.218660354614258,0.12061747908592224,-,-,0.043625231832265854,-1.0042345523834229,7.0,100.0,29.919992446899414,45.07184982299805
Sun Mar 08 01:00:47 MEZ 2015,08-Mär.-2015 01:00:46.189,6.04659218,50.77886633,7.017834,12.0,246.0,255.8,1.6519991,-9.083601,1.7142484,-0.023773015,25.264202117919922,246.0,-0.023773014545440674,0.07474499195814133,45.09804153442383,16.0,-,123.0,1987.5,29.0,25.049999237060547,13.0,-,83.52941131591797,-,14.640000343322754,3.4980740547180176,2.2939200401306152,0.13590556383132935,-,-,0.16839949786663055,-0.9259531497955322,7.0,100.0,28.586910247802734,43.59312057495117
Sun Mar 08 01:00:48 MEZ 2015,08-Mär.-2015 01:00:47.185,6.04650251,50.77881691,7.5166483,11.0,247.0,253.6,0.32441434,-9.625888,2.77069,0.04060644,27.059932708740234,247.0,0.04060643911361694,0.18243525922298431,38.039215087890625,16.0,-,120.0,2041.5,31.0,23.860000610351563,13.0,-,83.52941131591797,-,14.680000305175781,3.925816535949707,2.3845808506011963,0.14428552985191345,-,-,0.033069759607315063,-0.9812321662902832,7.0,100.0,25.472185134887695,41.93572235107422
Sun Mar 08 01:00:49 MEZ 2015,08-Mär.-2015 01:00:48.188,6.04636923,50.77882872,8.01561,11.0,246.0,257.7,-0.64583594,-9.142858,2.767697,-0.0050165653,28.85619354248047,246.0,-0.0050165653228759766,0.18213018774986267,34.11764907836914,16.0,-,118.0,2063.5,31.0,25.079999923706055,13.0,-,83.52941131591797,-,14.680000305175781,3.7348477840423584,2.4556474685668945,0.15377725660800934,-,-,-0.06583444774150848,-0.9319936037063599,7.0,100.0,26.77461814880371,40.72209930419922
Sun Mar 08 01:00:50 MEZ 2015,08-Mär.-2015 01:00:49.187,6.04623242,50.77881394,8.01561,12.0,247.0,259.5,-0.9391256,-9.051279,2.6276364,-0.01549077,28.85619354248047,247.0,-0.01549077033996582,0.16785284876823425,34.11764907836914,16.0,-,118.0,2070.5,32.0,24.610000610351563,13.0,-,83.52941131591797,-,14.680000305175781,3.928955554962158,2.5293128490448,0.16356566548347473,-,-,-0.0957314521074295,-0.922658383846283,7.0,100.0,25.45183563232422,39.53608322143555
Sun Mar 08 01:00:51 MEZ 2015,08-Mär.-2015 01:00:50.189,6.04608222,50.77874893,8.764274,12.0,249.0,253.6,-0.7823054,-9.631873,2.8898015,0.047177613,31.55138397216797,249.0,0.04717761278152466,0.19457711279392242,32.156864166259766,16.0,-,119.0,2140.0,32.0,25.969999313354492,12.0,-,83.52941131591797,-,14.680000305175781,3.723203420639038,2.586164712905884,0.1763925552368164,-,-,-0.07974570989608765,-0.9818422794342041,7.0,100.0,26.858356475830078,38.66695785522461
Sun Mar 08 01:00:52 MEZ 2015,08-Mär.-2015 01:00:51.185,6.04594386,50.77875941,9.263504,12.0,246.0,260.9,0.49799395,-9.294889,3.7475243,0.041863024,33.34861373901367,246.0,0.04186302423477173,0.28201061487197876,33.72549057006836,17.0,-,120.0,2144.5,32.0,27.489999771118164,12.0,-,83.52941131591797,-,14.680000305175781,3.5173370838165283,2.671720266342163,0.18622061610221863,-,-,0.05076390504837036,-0.9474912285804749,7.0,100.0,28.430349349975586,37.428741455078125
Sun Mar 08 01:00:53 MEZ 2015,08-Mär.-2015 01:00:52.186,6.04579138,50.77874003,9.263504,11.0,246.0,264.6,-0.15322891,-9.540296,2.2008698,0.01717174,33.34861373901367,246.0,0.017171740531921387,0.12434962391853333,47.05882263183594,17.0,-,134.0,2172.0,33.0,32.83000183105469,13.0,-,83.52941131591797,-,14.640000343322754,3.0372583866119385,2.671720266342163,0.19718915224075317,-,-,-0.015619663521647453,-0.9725071787834167,7.0,100.0,32.92414474487305,37.428741455078125
Sun Mar 08 01:00:54 MEZ 2015,08-Mär.-2015 01:00:53.186,6.04568987,50.77876309,9.513149,11.0,246.0,268.7,-0.023343466,-11.106702,2.0655975,0.17059737,34.247337341308594,246.0,0.1705973744392395,0.11056040227413177,50.58823776245117,17.0,-,166.0,2406.5,37.0,60.36000061035156,14.0,-,83.52941131591797,-,14.699999809265137,1.8522144556045532,2.63130784034729,0.20479445159435272,-,-,-0.0023795580491423607,-1.1321816444396973,7.0,100.0,53.988956451416016,38.00358200073242
